K;0.5;0.75;1;1.25;1.5;1.75;2;2.25;2.5;2.75;3;3.25;3.5;3.75;4;4.25;4.5;4.75;5;5.25;5.5
0.81;0.210721031;0.368705;0.614896;0.6843;0.796638;1.02801;1.3132;1.3897;1.4954;1.75994;2.06423;2.14408;2.24717;2.531337292;2.847630864;2.929509257;3.031162822;3.328630237;3.653382131;3.736661439;3.837396642
0.82;0.198450939;0.350077;0.596818;0.662633;0.76869;0.995702;1.28277;1.35536;1.45522;1.71674;2.0235;2.09927;2.1967;2.47875843;2.797871713;2.875571675;2.971675314;3.267676522;3.595490241;3.674515896;3.76977088
0.83;0.186329578;0.331368;0.578446;0.640699;0.740505;0.96285;1.25169;1.32039;1.41443;1.67263;1.98179;2.0535;2.14529;2.42495014;2.746835381;2.820365667;2.9109366;3.205209204;3.5360487;3.610827635;3.700617947
0.84;0.174353387;0.312574;0.559738;0.618453;0.712038;0.929385;1.21987;1.28469;1.37293;1.6275;1.93897;2.00663;2.09281;2.369763987;2.694361943;2.763728543;2.848784459;3.14104489;3.474864641;3.545401213;3.629742817
0.85;0.162518929;0.293689;0.540647;0.595844;0.683239;0.895235;1.18721;1.24816;1.33064;1.58121;1.89491;1.95852;2.0391;2.313027361;2.640264618;2.705470618;2.785029722;3.074969722;3.411712464;3.478008331;3.556917642
0.86;0.15082289;0.274712;0.521117;0.572811;0.654049;0.860316;1.1536;1.21069;1.28742;1.53363;1.84942;1.90899;1.98399;2.254537356;2.584322859;2.645368284;2.719449351;3.006731583;3.346325378;3.408379354;3.481873288
0.87;0.139262067;0.25564;0.501084;0.549286;0.624402;0.82453;1.1189;1.17213;1.24314;1.48458;1.80231;1.85783;1.92729;2.19405252;2.526273069;2.583154684;2.651777122;2.936029599;3.278384008;3.336191888;3.404287911
0.88;0.127833372;0.236471;0.480469;0.525187;0.594215;0.78776;1.08295;1.13231;1.19763;1.43385;1.75334;1.8048;1.86873;2.131281571;2.465795817;2.518506893;2.581690818;2.862499716;3.207500702;3.261055048;3.323771245
0.89;0.116533816;0.217205;0.45918;0.500414;0.563391;0.749866;1.04554;1.09103;1.15069;1.38118;1.70219;1.74959;1.80802;2.065867538;2.402497861;2.451027891;2.508794213;2.785694408;3.133197413;3.182487304;3.239842448
0.9;0.105360516;0.197843;0.4371;0.474846;0.531812;0.710677;1.00643;1.04804;1.10207;1.32625;1.6485;1.69183;1.74477;1.997364907;2.335886148;2.380220496;2.432591026;2.705053341;3.054873672;3.099884386;3.15189803
0.91;0.094310679;0.178386;0.414086;0.448333;0.499327;0.669979;0.965295;1.003;1.05143;1.26866;1.59178;1.63101;1.6785;1.925205608;2.265328998;2.305448462;2.352446042;2.619859589;2.971758671;3.012471305;3.059163889
0.92;0.083381609;0.158837;0.389949;0.420678;0.465746;0.627498;0.92172;0.955501;0.99836;1.20789;1.5314;1.56651;1.60858;1.848646428;2.189995907;2.225876168;2.267524833;2.529171752;2.882836821;2.9192278;2.960620787
0.93;0.072570693;0.139202;0.364443;0.391628;0.430815;0.582873;0.875148;0.904973;0.9423;1.14323;1.46651;1.49747;1.53414;1.76668393;2.10875977;2.140370683;2.176695866;2.431713709;2.786726552;2.818767012;2.854883054
0.94;0.061875404;0.119486;0.337226;0.360829;0.394186;0.535609;0.824799;0.850628;0.882461;1.07371;1.39591;1.42268;1.45398;1.677908673;2.020028692;2.047333347;2.078362146;2.325685004;2.681471305;2.709126269;2.739989434
0.95;0.051293294;0.0996958;0.307807;0.327777;0.355362;0.484995;0.76953;0.791311;0.817691;0.997894;1.31782;1.34035;1.36632;1.580232258;1.921436831;1.944388023;1.970149568;2.208406682;2.564153202;2.587378681;2.613014744
